BASLIK,MARKA,TEMEL OZELLIKLER - Seri,MODEL,TEMEL OZELLIKLER - Donanim Paketi,TEMEL OZELLIKLER - Arac Turu,TEMEL OZELLIKLER - Govde Tipi,TEMEL OZELLIKLER - Segment,TEMEL OZELLIKLER - Model Yili,TEMEL OZELLIKLER - Ait Oldugu Ulke,TEMEL OZELLIKLER - Motor Tipi,TEMEL OZELLIKLER - Motorlu Tasit Vergisi,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Icten Yanmali) - Besleme Tipi,MOTOR (Icten Yanmali) - Silindir Adedi,MOTOR (Icten Yanmali) - Silindir Hacmi,MOTOR (Icten Yanmali) - Yakit Puskurtme,PERFORMANS - Azami Hiz,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gucu (Toplam),PERFORMANS - 0 - 100 Km Hizlanma,AGIRLIK & OLCULER - Agirlik,AGIRLIK & OLCULER - Genislik,AGIRLIK & OLCULER - Uzunluk,AGIRLIK & OLCULER - Yukseklik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,FRENLER & SUSPANSIYON - Park Freni Tipi,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani
2017 Peugeot 3008 1.6 THP 165 HP EAT6 GT-Line (4x2),Peugeot,3008,3008,GT-Line,SUV / PICK-UP,SUV,C,2017,Fransa,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1598 cc,Direkt Enjeksiyon,206 km/s,240 nm,165 BG,8.9 saniye,1300 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,LED,Var,19 inc,Alasimli,55 %,205/55 R19,205 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Var,Var,Euro 6,129 g/km,5.7 lt,,4.8 lt,7.3 lt,53 lt,Var,6 adet,5 yildiz
2018 Peugeot 3008 1.2 PureTech 130 HP Access (4x2),Peugeot,3008,3008,Access,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.8 saniye,1250 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Yok,,Var,Yok,Manuel Klima,Kumas,5.0,,,Halojen,Var,17 inc,Kapakli Sac,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Var,Yok,Var,Euro 6,117 g/km,5.1 lt,,4.5 lt,6.0 lt,53 lt,Yok,6 adet,5 yildiz
2018 Peugeot 3008 1.2 PureTech 130 HP Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.8 saniye,1250 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas,5.0,,,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Var,Yok,Var,Euro 6,117 g/km,5.1 lt,,4.5 lt,6.0 lt,53 lt,Yok,6 adet,5 yildiz
2018 Peugeot 3008 1.2 PureTech 130 HP EAT6 Access (4x2),Peugeot,3008,3008,Access,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.5 saniye,1270 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Yok,,Var,Yok,Manuel Klima,Kumas,5.0,,,Halojen,Var,17 inc,Kapakli Sac,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Yok,Var,Euro 6,120 g/km,5.2 lt,,4.7 lt,6.3 lt,53 lt,Yok,6 adet,5 yildiz
2018 Peugeot 3008 1.2 PureTech 130 HP EAT6 Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.5 saniye,1270 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas,5.0,,,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Yok,Var,Euro 6,120 g/km,5.2 lt,,4.7 lt,6.3 lt,53 lt,Yok,6 adet,5 yildiz
2018 Peugeot 3008 1.2 PureTech 130 HP EAT6 Allure (4x2),Peugeot,3008,3008,Allure,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,10.5 saniye,1270 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,Halojen,Var,19 inc,Alasimli,55 %,205/55 R19,205 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Yok,Var,Euro 6,120 g/km,5.2 lt,,4.7 lt,6.3 lt,53 lt,Var,6 adet,5 yildiz
2018 Peugeot 3008 1.6 BlueHDi 120 HP Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,120 BG,11.2 saniye,1300 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas,5.0,,,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Var,Yok,Var,Euro 6,104 g/km,4.0 lt,,3.5 lt,4.7 lt,53 lt,Yok,6 adet,5 yildiz
2018 Peugeot 3008 1.6 BlueHDi 120 HP EAT6 Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,185 km/s,300 nm,120 BG,11.6 saniye,1315 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas,5.0,,,Halojen,Var,17 inc,Alasimli,65 %,215/65 R17,215 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Yok,Var,Euro 6,108 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Yok,6 adet,5 yildiz
2018 Peugeot 3008 1.6 BlueHDi 120 HP EAT6 Allure (4x2),Peugeot,3008,3008,Allure,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,185 km/s,300 nm,120 BG,11.6 saniye,1315 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,Halojen,Var,19 inc,Alasimli,55 %,205/55 R19,205 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,,Var,Euro 6,108 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Var,6 adet,5 yildiz
2018 Peugeot 3008 1.6 BlueHDi 120 HP EAT6 GT-Line (4x2),Peugeot,3008,3008,GT-Line,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,185 km/s,300 nm,120 BG,11.6 saniye,1315 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,LED,Var,19 inc,Alasimli,55 %,205/55 R19,205 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Var,Var,Euro 6,108 g/km,4.2 lt,,3.9 lt,4.7 lt,53 lt,Var,6 adet,5 yildiz
2018 Peugeot 3008 1.6 THP 165 HP EAT6 GT-Line (4x2),Peugeot,3008,3008,GT-Line,SUV / PICK-UP,SUV,C,2018,Fransa,Icten Yanmali (Standart),3661,Benzin,Turbo,4,1598 cc,Direkt Enjeksiyon,206 km/s,240 nm,165 BG,8.9 saniye,1300 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,5.0,Elektronik Park Freni,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,LED,Var,19 inc,Alasimli,55 %,205/55 R19,205 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,EAT6 (Otomatik),Otomatik,Var,,,Var,Var,Var,Euro 6,129 g/km,5.7 lt,,4.8 lt,7.3 lt,53 lt,Var,6 adet,5 yildiz
2019 Peugeot 3008 1.2 130 HP EAT8 Active Prime Edition (4x2),Peugeot,3008,3008,Active Prime Edition,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),3372,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,197 km/s,230 nm,130 BG,9.7 saniye,1320 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,120 g/km,5.2 lt,,4.8 lt,6.1 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.2 130 HP EAT8 Active Sky Pack (4x2),Peugeot,3008,3008,Active Sky Pack,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),3372,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,197 km/s,230 nm,130 BG,9.7 saniye,1320 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,120 g/km,5.2 lt,,4.8 lt,6.1 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.5 BlueHDi 130 HP EAT6 Active Life P.Ed (4x2),Peugeot,3008,3008,Active Life Prime Edition,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,130 BG,9.8 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,EAT6 (Otomatik),Otomatik,,,,,,,Euro 6,109 g/km,4.1 lt,,3.9 lt,4.5 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.5 BlueHDi 130 HP EAT6 Allure Selection (4x2),Peugeot,3008,3008,Allure Selection,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,130 BG,9.8 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,EAT6 (Otomatik),Otomatik,,,,,,,Euro 6,109 g/km,4.1 lt,,3.9 lt,4.5 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,192 km/s,300 nm,130 BG,11.5 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,108 g/km,4.1 lt,,3.9 lt,4.4 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active Prime Edition (4x2),Peugeot,3008,3008,Active Prime Edition,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,192 km/s,300 nm,130 BG,11.5 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,108 g/km,4.1 lt,,3.9 lt,4.4 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active Sky Pack (4x2),Peugeot,3008,3008,Active Sky Pack,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,192 km/s,300 nm,130 BG,11.5 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,108 g/km,4.1 lt,,3.9 lt,4.4 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active Sport Pack (4x2),Peugeot,3008,3008,Active Sport Pack,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,192 km/s,300 nm,130 BG,11.5 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,108 g/km,4.1 lt,,3.9 lt,4.4 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Allure Selection (4x2),Peugeot,3008,3008,Allure Selection,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,192 km/s,300 nm,130 BG,11.5 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,108 g/km,4.1 lt,,3.9 lt,4.4 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 GT-Line (4x2),Peugeot,3008,3008,GT-Line,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,192 km/s,300 nm,130 BG,11.5 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,108 g/km,4.1 lt,,3.9 lt,4.4 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.6 THP 180 HP EAT8 Active Drive Prime Edition (4x2),Peugeot,3008,3008,Active Drive Prime Edition,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1598 cc,Direkt Enjeksiyon,222 km/s,250 nm,180 BG,8.0 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,132 g/km,5.8 lt,,4.9 lt,7.2 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.6 THP 180 HP EAT8 GT-Line (4x2),Peugeot,3008,3008,GT-Line,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1598 cc,Direkt Enjeksiyon,222 km/s,250 nm,180 BG,8.0 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,132 g/km,5.8 lt,,4.9 lt,7.2 lt,53 lt,,,5 yildiz
2019 Peugeot 3008 1.6 THP 180 HP EAT8 Active Prime Edition (4x2),Peugeot,3008,3008,Active Prime Edition,SUV / PICK-UP,SUV,C,2019,Fransa,Icten Yanmali (Standart),6314,Benzin,Turbo,4,1598 cc,Direkt Enjeksiyon,222 km/s,250 nm,180 BG,8.0 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,132 g/km,5.8 lt,,4.9 lt,7.2 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.2 130 HP EAT8 Active (4x2),Peugeot,3008,3008,Active,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),3372,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,197 km/s,230 nm,130 BG,9.7 saniye,1320 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,120 g/km,5.2 lt,,4.8 lt,6.1 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.2 130 HP EAT8 Active Prime (4x2),Peugeot,3008,3008,Active Prime,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),3372,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,230 nm,130 BG,9.7 saniye,1320 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,122 g/km,5.4 lt,,4.9 lt,6.1 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.2 130 HP EAT8 Allure Dynamic (4x2),Peugeot,3008,3008,Allure Dynamic,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),3372,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,197 km/s,230 nm,130 BG,9.7 saniye,1320 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,120 g/km,5.2 lt,,4.8 lt,6.1 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.2 130 HP EAT8 GT-Line Dynamic (4x2),Peugeot,3008,3008,GT-Line Dynamic,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),3372,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,197 km/s,230 nm,130 BG,9.7 saniye,1320 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,120 g/km,5.2 lt,,4.8 lt,6.1 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.5 BlueHDi 130 HP EAT6 Active Life Prime Ed.(4x2),Peugeot,3008,3008,Active Life Prime Edition,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,130 BG,9.8 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,EAT6 (Otomatik),Otomatik,,,,,,,Euro 6,109 g/km,4.1 lt,,3.9 lt,4.5 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.5 BlueHDi 130 HP EAT6 Active Life Sport P.(4x2),Peugeot,3008,3008,Active Life Sport Pack,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,130 BG,9.8 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,EAT6 (Otomatik),Otomatik,,,,,,,Euro 6,109 g/km,4.1 lt,,3.9 lt,4.5 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.5 BlueHDi 130 HP EAT6 Active Life Sky P.(4x2),Peugeot,3008,3008,Active Life Sky Pack,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,130 BG,9.8 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,EAT6 (Otomatik),Otomatik,,,,,,,Euro 6,109 g/km,4.1 lt,,3.9 lt,4.5 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.5 BlueHDi 130 HP EAT6 Allure Selection (4x2),Peugeot,3008,3008,Allure Selection,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,130 BG,9.8 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,EAT6 (Otomatik),Otomatik,,,,,,,Euro 6,109 g/km,4.1 lt,,3.9 lt,4.5 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.5 BlueHDi 130 HP EAT6 Allure Dynamic (4x2),Peugeot,3008,3008,Allure Dynamic,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,130 BG,9.8 saniye,1430 kg,1841 mm,4447 mm,1620 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,6 ileri,EAT6 (Otomatik),Otomatik,,,,,,,Euro 6,109 g/km,4.1 lt,,3.9 lt,4.5 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Active Prime (4x2),Peugeot,3008,3008,Active Prime,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,130 BG,11.5 saniye,1429 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,104 g/km,4.0 lt,,3.7 lt,4.4 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 Allure (4x2),Peugeot,3008,3008,Allure,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,130 BG,11.5 saniye,1429 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,104 g/km,4.0 lt,,3.7 lt,4.4 lt,53 lt,,,5 yildiz
2020 Peugeot 3008 1.5 BlueHDi 130 HP EAT8 GT (4x2),Peugeot,3008,3008,GT,SUV / PICK-UP,SUV,C,2020,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,189 km/s,300 nm,130 BG,11.5 saniye,1429 kg,1841 mm,4447 mm,1624 mm,1482 lt,520 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onden Cekisli,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,Euro 6,104 g/km,4.0 lt,,3.7 lt,4.4 lt,53 lt,,,5 yildiz
