BASLIK,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,AGIRLIK & OLCULER - Agirlik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,FRENLER & SUSPANSIYON - Park Freni Tipi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari
2015 Fiat Doblo Combi 1.3 MultiJet 90 HP Safeline,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Var,,Yok,,,,,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,2 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Fiat Doblo Combi 1.6 MultiJet 105 HP Easy,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R15,195 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Yok,6 ileri,,Manuel,Var,,Yok,,,,,138 g/km,5.5 lt,,4.7 lt,6.8 lt,60 lt,,1 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2015 Fiat Doblo Combi 1.6 MultiJet 105 HP Premio Plus,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,Var,,138 g/km,5.5 lt,,4.7 lt,6.8 lt,60 lt,,4 adet,3 yildiz,Yok,Yok,Var,Yok,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Fiat Doblo Combi Maxi 1.3 MultiJet 90 HP Easy,Dizel,,,,,,,,,1430 kg,4000 lt,1050 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Var,,Yok,,,,,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,1 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2015 Fiat Doblo Combi Maxi 1.3 MultiJet 90 HP Safeline,Dizel,,,,,,,,,1430 kg,4000 lt,1050 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Var,,Yok,Yok,,Yok,,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,Yok,2 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Fiat Doblo Combi Maxi 1.6 MultiJet 105 HP Safeline,Dizel,,,,,,,,,1470 kg,4000 lt,1050 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,6 ileri,,Manuel,Var,,Yok,Yok,,Yok,,138 g/km,5.5 lt,,6.8 lt,4.7 lt,60 lt,Yok,2 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Fiat Doblo Kombi 1.3 MultiJet 95 HP Easy,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R15,195 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Yok,,Var,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,1 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2018 Fiat Doblo Kombi 1.3 MultiJet 95 HP Premio,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,2 adet,3 yildiz,,Yok,Var,,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Fiat Doblo Kombi 1.3 MultiJet 95 HP Safeline,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Yok,,Var,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,2 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Fiat Doblo Kombi 1.4 Fire 95 HP Premio,Benzin,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Var,,Var,Euro 6,171 g/km,7.4 lt,,6.1 lt,9.5 lt,60 lt,,2 adet,3 yildiz,,Yok,Var,,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Fiat Doblo Kombi 1.4 Fire 95 HP Safeline,Benzin,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,Yok,,Var,Euro 6,171 g/km,7.4 lt,,6.1 lt,9.5 lt,60 lt,,2 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Fiat Doblo Kombi 1.6 MultiJet 120 HP Easy,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R15,195 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Yok,,Var,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,1 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2018 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Var,,Var,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,2 adet,3 yildiz,,Yok,Var,,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2018 Fiat Doblo Kombi 1.6 MultiJet 120 HP Safeline,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,,Yok,,Var,Euro 6,139 g/km,5.2 lt,,4.3 lt,6.4 lt,60 lt,,2 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2019 Fiat Doblo Kombi 1.3 MultiJet 95 HP Easy,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.3 MultiJet 95 HP Premio Plus,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.3 MultiJet 95 HP Premio,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.3 MultiJet 95 HP Safeline,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.4 Fire 95 HP Easy,Benzin,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,171 g/km,7.4 lt,,6.1 lt,9.5 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.4 Fire 95 HP Premio,Benzin,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,171 g/km,7.4 lt,,6.1 lt,9.5 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.4 Fire 95 HP Safeline,Benzin,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,171 g/km,7.4 lt,,6.1 lt,9.5 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy,Dizel,,,,,,,,,1535 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,138 g/km,5.2 lt,,4.7 lt,6.1 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline,Dizel,,,,,,,,,1535 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,138 g/km,5.2 lt,,4.7 lt,6.1 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio Plus,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2019 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.3 MultiJet 95 HP 20.Yil Ozel Seri,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.3 MultiJet 95 HP Easy,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.3 MultiJet 95 HP Premio Plus,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.3 MultiJet 95 HP Safeline,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.3 MultiJet 95 HP Urban,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy,Dizel,,,,,,,,,1535 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,138 g/km,5.2 lt,,4.7 lt,6.1 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline,Dizel,,,,,,,,,1535 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,138 g/km,5.2 lt,,4.7 lt,6.1 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.6 MultiJet 120 HP 20.Yil Ozel Seri,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio Plus,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2020 Fiat Doblo Kombi 1.6 MultiJet 120 HP Urban,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2021 Fiat Doblo Kombi 1.3 MultiJet 95 HP Easy,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2021 Fiat Doblo Kombi 1.3 MultiJet 95 HP Premio Plus,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2021 Fiat Doblo Kombi 1.3 MultiJet 95 HP Safeline,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2021 Fiat Doblo Kombi 1.3 MultiJet 95 HP Urban,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,5 ileri,,Manuel,,,,,,,Euro 6,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2021 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy,Dizel,,,,,,,,,1535 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,138 g/km,5.2 lt,,4.7 lt,6.1 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2021 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline,Dizel,,,,,,,,,1535 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,138 g/km,5.2 lt,,4.7 lt,6.1 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2021 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio Plus,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2021 Fiat Doblo Kombi 1.6 MultiJet 120 HP Urban,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,139 g/km,5.2 lt,,4.5 lt,6.4 lt,60 lt,,,3 yildiz,,,,,,,,,,,
2022 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy,Dizel,,,,,,,,,1520 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,179 g/km,6.8 lt,,,,60 lt,,,3 yildiz,,,,,,,,,,,
2022 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline,Dizel,,,,,,,,,1520 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,179 g/km,6.8 lt,,,,60 lt,,,3 yildiz,,,,,,,,,,,
2022 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio Plus,Dizel,,,,,,,,,1520 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,179 g/km,6.8 lt,,,,60 lt,,,3 yildiz,,,,,,,,,,,
2022 Fiat Doblo Kombi 1.6 MultiJet 120 HP Trekking,Dizel,,,,,,,,,1520 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,179 g/km,6.8 lt,,,,60 lt,,,3 yildiz,,,,,,,,,,,
2023 Fiat Doblo Kombi 1.6 MultiJet 120 HP Easy,Dizel,,,,,,,,,1520 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,179 g/km,6.8 lt,,,,60 lt,,,3 yildiz,,,,,,,,,,,
2023 Fiat Doblo Kombi 1.6 MultiJet 120 HP Premio Plus,Dizel,,,,,,,,,1520 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,179 g/km,6.8 lt,,,,60 lt,,,3 yildiz,,,,,,,,,,,
2023 Fiat Doblo Kombi 1.6 MultiJet 120 HP Safeline,Dizel,,,,,,,,,1520 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,179 g/km,6.8 lt,,,,60 lt,,,3 yildiz,,,,,,,,,,,
2023 Fiat Doblo Kombi 1.6 MultiJet 120 HP Trekking,Dizel,,,,,,,,,1520 kg,3200 lt,790 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6,179 g/km,6.8 lt,,,,60 lt,,,3 yildiz,,,,,,,,,,,
2016 Fiat Doblo Kombi 1.3 MultiJet 90 HP Easy,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R15,195 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,1 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2016 Fiat Doblo Kombi 1.3 MultiJet 90 HP Safeline,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,2 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R15,195 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,138 g/km,5.5 lt,,4.7 lt,6.8 lt,60 lt,,1 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2016 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,138 g/km,5.5 lt,,4.7 lt,6.8 lt,60 lt,,2 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2016 Fiat Doblo Kombi 1.6 MultiJet 105 HP Trekking,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,Var,Euro 5,138 g/km,5.5 lt,,4.7 lt,6.8 lt,60 lt,,4 adet,3 yildiz,,Yok,Var,,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Fiat Doblo Kombi 1.3 MultiJet 90 HP Easy,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R15,195 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,1 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2017 Fiat Doblo Kombi 1.3 MultiJet 90 HP Safeline,Dizel,,,,,,,,,1380 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,136 g/km,5.1 lt,,4.3 lt,6.6 lt,60 lt,,2 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Fiat Doblo Kombi 1.6 MultiJet 105 HP Easy,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R15,195 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,138 g/km,5.5 lt,,4.7 lt,6.8 lt,60 lt,,1 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Yok
2017 Fiat Doblo Kombi 1.6 MultiJet 105 HP Safeline,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,138 g/km,5.5 lt,,4.7 lt,6.8 lt,60 lt,,2 adet,3 yildiz,,Yok,Yok,,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Fiat Doblo Kombi 1.6 MultiJet 105 HP Trekking,Dizel,,,,,,,,,1420 kg,3200 lt,790 lt,5.0,60 %,195/60 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,Var,Euro 5,138 g/km,5.5 lt,,4.7 lt,6.8 lt,60 lt,,4 adet,3 yildiz,,Yok,Var,,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Ford Transit Custom Kombi 310S 2.0 TDCi 170 PS Otomatik Deluxe (5+1),Dizel,,,,,,,,,1942 kg,,,4.0,,,,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Yok,Var,,Var,Euro 6,181 g/km,7.0 lt,,6.4 lt,7.6 lt,70 lt,,2 adet,,Yok,,Var,Yok,Manuel Klima,,6.0,,Manuel,Halojen,Var
2017 Ford Transit Custom Kombi 310S 2.2 TDCi 125 PS Trend (5+1),Dizel,,,,,,,,,1820 kg,,,4.0,65 %,215/65 R15,215 mm,15 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Yok,,Var,Euro 5,186 g/km,7.0 lt,,6.4 lt,8.1 lt,80 lt,,1 adet,,Yok,,Yok,Yok,Manuel Klima,,6.0,,Manuel,Halojen,Yok
2017 Ford Transit Custom Kombi 310S 2.2 TDCi 155 PS Deluxe (5+1),Dizel,,,,,,,,,1820 kg,,,4.0,,,,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,Var,Euro 5,186 g/km,7.0 lt,,6.4 lt,8.1 lt,80 lt,,2 adet,,Yok,,Var,Yok,Manuel Klima,,6.0,,Manuel,Halojen,Var
