TEMEL BILGILER - Baslik,TEMEL BILGILER - Arac Turu,TEMEL BILGILER - Govde Tipi,TEMEL BILGILER - Segment,TEMEL BILGILER - Marka,TEMEL BILGILER - Seri,TEMEL BILGILER - Model,TEMEL BILGILER - Donanim Paketi,TEMEL BILGILER - Model Yili,TEMEL BILGILER - Uretim Ulkesi,MOTOR - Yakit Turu,MOTOR - Yakit Tipi,MOTOR - Motor Tipi,MOTOR (Fosil Yakit) - Besleme Tipi,MOTOR (Fosil Yakit) - Silindir Adedi,MOTOR (Fosil Yakit) - Silindir Hacmi,MOTOR (Fosil Yakit) - Yakit Puskurtme,MOTOR (Elektrik) - Motor Gucu,MOTOR (Elektrik) - Batarya Kapasitesi,MOTOR (Elektrik) - Batarya Tipi,SANZIMAN - Sanziman Turu,SANZIMAN - Sanziman Modeli,SANZIMAN - Vites Sayisi,PERFORMANS - PERFORMANS PUANI,PERFORMANS - Beygir Gucu,PERFORMANS - Azami Tork,PERFORMANS - Azami Hiz,PERFORMANS - 0-100 Km Hizlanma,CEKIS SISTEMI - Cekis Turu,CEKIS SISTEMI - Cekis Kontrol Sistemi,BOYUTLAR - KONFOR PUANI,BOYUTLAR - Ic Hacim,BOYUTLAR - Uzunluk,BOYUTLAR - Genislik,BOYUTLAR - Yukseklik,BOYUTLAR - Ağirlik,BOYUTLAR - Bagaj Hacmi (Standart),BOYUTLAR - Bagaj Hacmi (Genisletilmis),LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Taban Genisliği,DIS DONANIM - Kapi Sayisi,DIS DONANIM- Far Tipi,DIS DONANIM- Sis Farlari,IC DONANIM - Koltuk Sayisi,IC DONANIM - Doseme Tipi,IC DONANIM - Surucu Koltuğu Ayarlari,IC DONANIM - On Yolcu Koltuğu Ayarlari,IC DONANIM - Klima,SENSORLER - Far Sensoru,SENSORLER - Yağmur Sensoru,SENSORLER - Lastik Basinc Sensoru,SENSORLER - Park Sensoru & Yardimcisi,GUVENLIK - GUVEN PUANI,GUVENLIK - Hava Yastiği Adedi,GUVENLIK - NCAP/ANCAP Puani,EKONOMI - EKO PUANI,EKONOMI - Tahmini Bakim Masrafi,EKONOMI - Yillik MTV Tutari,EKONOMI - Ortalama Yakit Tuketimi (100 km),EKONOMI - Sehir Ici Tuketim (100 km),EKONOMI - Sehir Disi Tuketim (100 km),EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt),EKONOMI (Elektrik) - Menzil (WLTP - Birlesik),EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici),EKONOMI (Elektrik) - Sarj Suresi,EMISYON - Emisyon Standardi,EMISYON - Ortalama Emisyon
Nissan Qashqai 1.2 DIG-T 115 PS X-Tronic Visia,SUV,SUV,C,Nissan,Qashqai,Qashqai,Visia,"2017, 2018",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,190,173,12.9,Onden Cekisli,Var,68.0,68.0,4394,1806,1590,1343,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,86.0,6,5,74.0,66.0,1.882,6.05,6.50,5.20,55,,,,EURO 6,129
Nissan Qashqai 1.2 DIG-T 115 PS X-Tronic Design Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Design Pack,"2017, 2018",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,190,173,12.9,Onden Cekisli,Var,71.0,68.0,4394,1806,1590,1343,401,1569,215/55 R18,18,55%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,73.0,66.0,1.882,6.05,6.50,5.20,55,,,,EURO 6,129
Nissan Qashqai 1.2 DIG-T 115 PS X-Tronic Platinum P.Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Platinum Premium Pack,"2017, 2018",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Direkt Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,190,173,12.9,Onden Cekisli,Var,74.0,68.0,4394,1806,1590,1343,401,1569,225/45 R19,19,45%,225,5,LED,Var,5,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,72.0,66.0,1.882,6.05,6.50,5.20,55,,,,EURO 6,129
Nissan Qashqai 1.2 115 BG Turbo X-Tronic Tekna,SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Cok Noktadan Enjeksiyon,,,,Otomatik,X-Tronic,Kademesiz,62.0,115,190,173,12.9,Onden Cekisli,Yok,68.0,68.0,4377,1806,1590,1332,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,74.0,66.0,1.882,6.05,6.60,5.10,55,,,,EURO 5,129
Nissan Qashqai 1.2 DIG-T 115 PS Sky Pack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,"2017, 2018",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,115,190,185,10.6,Onden Cekisli,Var,68.0,68.0,4394,1806,1590,1331,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,89.0,95.0,1.882,6.05,6.60,5.10,55,,,,EURO 6,129
Nissan Qashqai 1.2 DIG-T 115 PS Tekna,SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,"2017, 2018",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,115,190,185,10.6,Onden Cekisli,Var,68.0,68.0,4394,1806,1590,1331,401,1569,215/60 R17,17,60%,215,5,Bi-LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,86.0,6,5,89.0,95.0,1.882,6.05,6.60,5.10,55,,,,EURO 6,129
Nissan Qashqai 1.2 DIG-T 115 PS Visia,SUV,SUV,C,Nissan,Qashqai,Qashqai,Visia,"2017, 2018",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,115,190,185,10.6,Onden Cekisli,Var,68.0,68.0,4394,1806,1590,1331,401,1569,215/60 R17,17,60%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,86.0,6,5,89.0,95.0,1.882,6.05,6.60,5.10,55,,,,EURO 6,129
Subaru Forester 2.0d 148 PS CVT Elegance (4x4),SUV,SUV,D,Subaru,Forester,Forester 2.0D,Elegance,2018,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1998,Common Rail Direkt Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,67.0,148,350,188,9.9,4x4 Cekisli,Var,59.0,56.0,4595,1795,1735,1634,505,1573,225/60 R17,17,60%,225,5,LED,Var,5,Kumas,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,71.0,63.0,11.674,6.57,7.30,5.40,60,,,,EURO 6.2,158
Subaru Forester 2.0d 148 PS CVT Sport ASP (4x4),SUV,SUV,D,Subaru,Forester,Forester 2.0D,Sport ASP,2018,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1998,Common Rail Direkt Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,67.0,148,350,188,9.9,4x4 Cekisli,Var,63.0,56.0,4595,1795,1735,1645,505,1573,225/55 R18,18,55%,225,5,LED,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,69.0,63.0,11.674,6.73,7.50,5.50,60,,,,EURO 6.2,163
Subaru Forester 2.0 TD 148 PS CVT AWD Premium (4x4),SUV,SUV,D,Subaru,Forester,Forester,Premium,"2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1998,Common Rail Direkt Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,67.0,148,350,188,9.9,4x4 Cekisli,Var,59.0,56.0,4595,1795,1735,1636,505,1573,225/60 R17,17,60%,225,5,LED,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,71.0,63.0,10.613,6.73,7.50,5.50,60,,,,EURO 6,163
Subaru Forester 2.0 TD 148 PS CVT AWD Sport (4x4),SUV,SUV,D,Subaru,Forester,Forester,Sport,"2015, 2016, 2017",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1998,Common Rail Direkt Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,67.0,148,350,188,9.9,4x4 Cekisli,Var,63.0,56.0,4595,1795,1735,1636,505,1573,225/55 R18,18,55%,225,5,LED,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,69.0,63.0,10.613,6.73,7.50,5.50,60,,,,EURO 6,163
Subaru Forester 2.0 150 PS CVT Premium+EyeSight (4x4),SUV,SUV,D,Subaru,Forester,Forester,Premium,2018,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1995,Cok Noktadan Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,60.0,150,198,192,11.8,4x4 Cekisli,Var,62.0,56.0,4595,1795,1735,1551,505,1573,225/55 R18,18,55%,225,5,LED,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,68.0,62.0,11.674,7.20,8.20,5.70,60,,,,EURO 6.2,153
Subaru Forester 2.0 150 PS CVT AWD Elegance (4x4),SUV,SUV,D,Subaru,Forester,Forester,Elegance,"2015, 2016, 2017",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1995,Cok Noktadan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,60.0,150,198,192,11.8,4x4 Cekisli,Var,57.0,56.0,4595,1795,1735,1502,505,1573,225/60 R17,17,60%,225,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,70.0,62.0,10.613,7.04,8.10,5.50,60,,,,EURO 6,150
Subaru Forester 2.0 150 PS CVT AWD Premium+EyeSight (4x4),SUV,SUV,D,Subaru,Forester,Forester,Premium,2017,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1995,Cok Noktadan Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,60.0,150,198,192,11.8,4x4 Cekisli,Var,61.0,56.0,4595,1795,1735,1502,505,1573,225/55 R18,18,55%,225,5,LED,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,69.0,62.0,10.613,7.04,8.10,5.50,60,,,,EURO 6,150
Subaru Forester 2.0 150 PS CVT AWD Premium (4x4),SUV,SUV,D,Subaru,Forester,Forester,Premium,"2015, 2016",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1995,Cok Noktadan Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,60.0,150,198,192,11.8,4x4 Cekisli,Var,61.0,56.0,4595,1795,1735,1502,505,1573,225/55 R18,18,55%,225,5,LED,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,69.0,62.0,10.613,7.04,8.10,5.50,60,,,,EURO 6,150
Subaru Forester 2.0L 150 PS CVT AWD Elegance (4x4),SUV,SUV,D,Subaru,Forester,Forester 2.0L,Elegance,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1995,Cok Noktadan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,60.0,150,198,192,11.8,4x4 Cekisli,Var,57.0,56.0,4595,1795,1735,1502,505,1573,225/60 R17,17,60%,225,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Yok,Var,82.0,7,5,70.0,62.0,10.613,7.04,8.10,5.50,60,,,,EURO 5,150
Subaru Forester 2.0L 150 PS CVT AWD Premium (4x4),SUV,SUV,D,Subaru,Forester,Forester 2.0L,Premium,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1995,Cok Noktadan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,60.0,150,198,192,11.8,4x4 Cekisli,Var,61.0,56.0,4595,1795,1735,1502,505,1573,225/60 R18,18,60%,225,5,LED,Var,5,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Yok,Var,82.0,7,5,69.0,62.0,10.613,7.04,8.10,5.50,60,,,,EURO 5,150
Subaru Forester 2.0L Turbo 150 PS CVT AWD Adventure (4x4),SUV,SUV,D,Subaru,Forester,Forester 2.0L,Adventure,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1995,Cok Noktadan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,60.0,150,198,192,11.8,4x4 Cekisli,Var,61.0,56.0,4595,1795,1735,1502,505,1573,225/60 R18,18,60%,225,5,LED,Var,5,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Yok,Var,82.0,7,5,69.0,62.0,10.613,7.04,8.10,5.50,60,,,,EURO 5,150
Subaru Forester 2.0 241 PS CVT Adventure XT Turbo ASP (4x4),SUV,SUV,D,Subaru,Forester,Forester,Adventure XT Turbo ASP,2018,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1998,Cok Noktadan Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,83.0,241,350,221,7.5,4x4 Cekisli,Var,63.0,56.0,4595,1795,1735,1624,505,1573,225/55 R18,18,55%,225,5,LED,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,63.0,57.0,11.674,9.44,11.20,7.00,60,,,,EURO 6.2,197
Seat Ateca 1.0 TSI 115 HP Ecomotive Reference,SUV,SUV,C,Seat,Ateca,Ateca,Reference,2016,Ispanya > Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,3,999,TSI - Dogrudan Enjeksiyon,,,,Manuel,Manuel,6 ileri,64.0,115,200,183,11.0,Onden Cekisli,Var,64.0,70.0,4363,1841,1615,1205,510,1579,215/60 R16,16,60%,215,5,LED,Var,5,Kumas & Deri,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,88.0,7,5,93.0,99.0,1.882,5.59,6.20,4.60,50,,,,EURO 6,119
Skoda Yeti 1.2 TSI Green Tec 110 HP Active,SUV,SUV,C,Skoda,Yeti,Yeti,Active,2015,Cek Cumhuriyeti > Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1197,TSI - Dogrudan Enjeksiyon,,,,Manuel,Manuel,6 ileri,63.0,110,175,175,11.8,Onden Cekisli,Var,66.0,67.0,4222,1793,1671,1340,416,1580,215/60 R16,16,60%,215,5,LED,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Yok,Yok,86.0,6,5,90.0,95.0,1.882,6.46,7.10,5.40,55,,,,EURO 5,140
Skoda Yeti 1.4 TSI Green Tec 125 HP DSG Ambition,SUV,SUV,C,Skoda,Yeti,Yeti,Ambition,2015,Cek Cumhuriyeti > Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1390,TSI - Dogrudan Enjeksiyon,,,,Otomatik,DSG (YO),7 ileri,67.0,125,200,182,10.6,Onden Cekisli,Var,67.0,67.0,4222,1793,1671,1410,416,1580,215/60 R16,16,60%,215,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Yok,Var,87.0,6,5,72.0,65.0,3.661,7.25,8.30,5.70,55,,,,EURO 5,154
Hyundai IONIQ 5 170 PS Progressive,Binek,Hatchback,D,Hyundai,IONIQ 5,Ioniq 5,Progressive,2024,Guney Kore,Elektrik,Elektrik,BEV (Elektrikli),Elektrik,Elektrik,Elektrik,Elektrik,125,58.0 kW/sa,Lityum Iyon,Reduktor Sanziman,Şanzıman Bulunmuyor,Şanzıman Bulunmuyor,50.0,170,350,185,8.5,Arkadan Itisli,Var,50.0,50.0,4635,1890,1605,1905,527,1587,235/55 R19,19,55%,235,5,LED,Var,5,Deri & Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,90.0,7,5,100.0,100.0,9.673,,,,,384,507,AC 4sa.59dk. | DC 350 kW (%10 - %80) 18 dk. | DC 50 kW (%10 - %80) 46 dk.,Emisyon Yok,Emisyon Yok
Hyundai IONIQ 5 325 PS Progressive (4x4),Binek,Hatchback,D,Hyundai,IONIQ 5,Ioniq 5,Progressive,2024,Guney Kore,Elektrik,Elektrik,BEV (Elektrikli),Elektrik,Elektrik,Elektrik,Elektrik,239,77.4 kW/sa,Lityum Iyon,Reduktor Sanziman,Şanzıman Bulunmuyor,Şanzıman Bulunmuyor,88.0,325,605,185,5.1,4x4 Cekisli,Var,84.0,50.0,4635,1890,1605,2120,527,1587,255/45 R20,20,45%,255,5,LED,Var,5,Deri & Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,95.0,7,5,82.0,100.0,32.300,,,,,454,481,AC 7sa.20dk. | DC 350 kW (%10 - %80) 18 dk. | DC 50 kW (%10 - %80) 62 dk.,Emisyon Yok,Emisyon Yok
Fiat 500L Living 1.3 M.Jet 85 HP Dualogic Lounge (5 Koltuk),SUV,MPV,B,Fiat,500L Living,500L Living,Lounge,2015,Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1248,Common Rail Direkt Enjeksiyon,,,,Otomatik,Dualogic (YO),5 ileri,61.0,85,200,164,16.3,Onden Cekisli,Var,76.0,86.0,4352,1784,1667,1310,416,1590,225/45 R17,17,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Var,Yok,Yok,95.0,6,5,72.0,57.0,1.882,4.24,4.50,3.70,50,,,,EURO 5,105
Fiat 500L Living 1.3 M.Jet 85 HP Dualogic Lounge (7 Koltuk),SUV,MPV,B,Fiat,500L Living,500L Living,Lounge,2015,Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1248,Common Rail Direkt Enjeksiyon,,,,Otomatik,Dualogic (YO),5 ileri,61.0,85,200,164,16.3,Onden Cekisli,Var,76.0,86.0,4352,1784,1667,1310,416,1590,225/45 R17,17,45%,225,5,Halojen,Var,7,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Var,Yok,Yok,95.0,6,5,72.0,57.0,1.882,4.24,4.50,3.70,50,,,,EURO 5,105
Fiat 500L Living 1.3 MJ II 85 HP Dualogic Pop,SUV,MPV,B,Fiat,500L Living,500L Living,Pop,2014,Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1248,Common Rail Direkt Enjeksiyon,,,,Otomatik,Dualogic (YO),5 ileri,61.0,85,200,164,16.3,Onden Cekisli,Var,71.0,86.0,4352,1784,1667,1310,416,1590,205/55 R16,16,55%,205,5,Halojen,Yok,7,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Yok,Yok,95.0,6,5,74.0,57.0,1.882,4.24,4.50,3.70,50,,,,EURO 5,105
Fiat 500L Living 1.3 MJ II 85 HP Dualogic Lounge,SUV,MPV,B,Fiat,500L Living,500L Living,Lounge,2014,Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1248,Common Rail Direkt Enjeksiyon,,,,Otomatik,Dualogic (YO),5 ileri,61.0,85,200,164,16.3,Onden Cekisli,Var,76.0,86.0,4352,1784,1667,1310,416,1590,225/45 R17,17,45%,225,5,Halojen,Var,7,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Var,Yok,Yok,95.0,6,5,72.0,57.0,1.882,4.24,4.50,3.70,50,,,,EURO 5,105
Fiat 500L Living 1.3 M.Jet 95 HP Dualogic Lounge (5 Koltuk),SUV,MPV,B,Fiat,500L Living,500L Living,Lounge,"2015, 2016, 2017",Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1248,Common Rail Direkt Enjeksiyon,,,,Otomatik,Dualogic (YO),5 ileri,66.0,95,215,169,15.7,Onden Cekisli,Var,76.0,86.0,4352,1784,1667,1310,416,1590,225/45 R17,17,45%,225,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,95.0,6,5,72.0,56.0,1.882,4.19,4.50,3.60,50,,,,EURO 6,104
Fiat 500L Living 1.3 M.Jet 95 HP Dualogic Lounge (7 Koltuk),SUV,MPV,B,Fiat,500L Living,500L Living,Lounge,"2015, 2016, 2017",Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1248,Common Rail Direkt Enjeksiyon,,,,Otomatik,Dualogic (YO),5 ileri,66.0,95,215,169,15.7,Onden Cekisli,Var,76.0,86.0,4352,1784,1667,1310,416,1590,225/45 R17,17,45%,225,5,Halojen,Var,7,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,95.0,6,5,72.0,56.0,1.882,4.19,4.50,3.60,50,,,,EURO 6,104
Fiat 500L Living 1.6 M.Jet 120 HP Lounge (7 Koltuk),SUV,MPV,B,Fiat,500L Living,500L Living,Lounge,"2015, 2016, 2017",Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,89.0,120,320,189,10.9,Onden Cekisli,Var,79.0,86.0,4352,1784,1667,1430,416,1590,225/45 R17,17,45%,225,5,Halojen,Var,7,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,96.0,6,5,81.0,90.0,3.661,4.92,5.50,4.00,50,,,,EURO 6,120
Fiat 500L Living 1.6 M.Jet 120 HP Lounge (7 Koltuk Euro 6),SUV,MPV,B,Fiat,500L Living,500L Living,Lounge,2015,Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Otomatik,Dualogic (YO),6 ileri,89.0,120,320,189,10.9,Onden Cekisli,Var,79.0,86.0,4352,1784,1667,1430,416,1590,225/45 R17,17,45%,225,5,Halojen,Var,7,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Var,Yok,Yok,96.0,6,5,61.0,51.0,3.661,4.44,4.60,4.00,50,,,,EURO 5,112
Fiat 500L Living 1.6 MJ 120 HP Dualogic Lounge,SUV,MPV,B,Fiat,500L Living,500L Living,Lounge,2014,Italya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1598,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,89.0,120,320,189,10.9,Onden Cekisli,Var,77.0,86.0,4352,1784,1667,1430,416,1590,205/55 R17,17,55%,205,5,Halojen,Var,7,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Var,Yok,Yok,96.0,6,5,81.0,90.0,3.661,4.92,5.50,4.00,50,,,,EURO 5,120
Subaru Forester 2.0 240 PS Turbo CVT AWD Adventure (4x4),SUV,SUV,D,Subaru,Forester,Forester,Adventure,"2015, 2016, 2017",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1998,Cok Noktadan Enjeksiyon,,,,Otomatik,Lineartronic,Kademesiz,83.0,240,350,221,7.5,4x4 Cekisli,Var,63.0,56.0,4595,1795,1735,1613,505,1592,225/55 R18,18,55%,225,5,LED,Var,5,Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,63.0,57.0,10.613,9.44,11.20,7.00,60,,,,EURO 6,197
Mazda 6 2.0 SKY-G 165 PS Otomatik Power Sense,Binek,Sedan,D,Mazda,6 Serisi,6,Power Sense,2018,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1998,Direkt Enjeksiyon,,,,Otomatik,SKYACTIV-Drive,6 ileri,66.0,165,213,209,10.6,Onden Cekisli,Var,72.0,74.0,4870,1840,1450,1439,480,1593,225/45 R19,19,45%,225,5,LED,Var,5,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,85.0,6,5,65.0,58.0,11.674,6.67,7.40,5.50,62,,,,EURO 6,139
Mitsubishi Outlander 2.0 150 BG CVT Instyle (4x4),SUV,SUV,D,Mitsubishi,Outlander,Outlander,Instyle,"2014, 2015, 2016, 2017",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1998,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,58.0,150,195,185,12.6,4x4 Cekisli,Var,61.0,56.0,4655,1810,1680,1520,169,1596,225/55 R18,18,55%,225,5,LED,Var,7,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,82.0,7,5,68.0,62.0,10.613,7.30,8.20,5.90,60,,,,EURO 5,155
Nissan Qashqai 1.5 dCi 115 PS SkyPack,SUV,SUV,C,Nissan,Qashqai,Qashqai,Sky Pack,2020,Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1461,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,115,260,181,12.3,Onden Cekisli,Var,69.0,68.0,4394,1806,1590,1385,401,1598,215/65 R17,17,65%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,90.0,93.0,6.314,4.03,4.30,3.50,55,,,,EURO 6.2,100
Nissan Qashqai 1.5 dCi 115 PS Tekna,SUV,SUV,C,Nissan,Qashqai,Qashqai,Tekna,"2019, 2020",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1461,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,115,260,181,12.3,Onden Cekisli,Var,69.0,68.0,4394,1806,1590,1385,401,1598,215/65 R17,17,65%,215,5,Halojen,Var,5,Deri & Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,87.0,6,5,90.0,93.0,6.314,4.03,4.30,3.50,55,,,,EURO 6.2,100
Nissan Qashqai 1.5 dCi 115 PS Visia,SUV,SUV,C,Nissan,Qashqai,Qashqai,Visia,"2019, 2020",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1461,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,65.0,115,260,181,12.3,Onden Cekisli,Var,69.0,68.0,4394,1806,1590,1385,401,1598,215/65 R17,17,65%,215,5,LED,Var,5,Kumas,Elektronik,Elektronik,Manuel Klima,Yok,Yok,Var,Yok,87.0,6,5,90.0,93.0,6.314,4.03,4.30,3.50,55,,,,EURO 6.2,100
