BASLIK;MARKA;MODEL;TEMEL OZELLIKLER - Seri;TEMEL OZELLIKLER - Donanim Paketi;TEMEL OZELLIKLER - Model Yillari;TEMEL OZELLIKLER - Ait Oldugu Ulke;TEMEL OZELLIKLER - Yakit Turu;TEMEL OZELLIKLER - Arac Turu;TEMEL OZELLIKLER - Govde Tipi;TEMEL OZELLIKLER - Segment;TEMEL OZELLIKLER - Motor Tipi;TEMEL OZELLIKLER - Yakit Tipi;MOTOR (Icten Yanmali) - Besleme Tipi;MOTOR (Icten Yanmali) - Silindir Adedi;MOTOR (Icten Yanmali) - Silindir Hacmi;MOTOR (Icten Yanmali) - Yakit Puskurtme;MOTOR (Elektrikli) - Batarya Kapasitesi;MOTOR (Elektrikli) - Batarya Tipi;MOTOR (Elektrikli) - Menzil (WLTP - Birlesik);MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici);MOTOR (Elektrikli) - Motor Gucu;MOTOR (Elektrikli) - Ortalama Tuketim (Elk.);MOTOR (Elektrikli) - Sarj Suresi;EKONOMI - MTV;PERFORMANS - Azami Hiz;PERFORMANS - Azami Tork;PERFORMANS - Beygir Gucu;PERFORMANS - 0 - 100 Km Hizlanma;AGIRLIK & OLCULER - Agirlik;AGIRLIK & OLCULER - Genislik;AGIRLIK & OLCULER - Uzunluk;AGIRLIK & OLCULER - Yukseklik;BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk);BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk);DIS GOVDE - Kapi Sayisi;LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Taban Genisligi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Jant Capi;SANZIMAN & CEKIS SISTEMI - Cekis;SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi;SANZIMAN & CEKIS SISTEMI - Sanziman Turu;SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi;SANZIMAN & CEKIS SISTEMI - Sanziman Modeli;YAKIT TUKETIMI & EMISYON - Emisyon Standardi;YAKIT TUKETIMI & EMISYON - Ortalama Emisyon;YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km);YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi (lt);YOLCU EMNIYETI - Hava Yastigi Adedi;YOLCU EMNIYETI - NCAP/ANCAP Adedi;GOSTERGELER & SENSORLER - Far Sensoru;GOSTERGELER & SENSORLER - Lastik Basinc Sensoru;GOSTERGELER & SENSORLER - Park Sensoru & Yardimi;GOSTERGELER & SENSORLER - Yagmur Sensoru;ISITMA & SOGUTMA - Klima;KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi;KOLTUKLAR & IC DOSEME - Koltuk Sayisi;KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari;KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari;LAMBALAR & AYDINLATMA - Far Tipi;LAMBALAR & AYDINLATMA - Sis Farlari
Citroen e-C4 136 HP Shine Bold;Citroen;E-C4;e-C4;Shine Bold;2024;Fransa;Elektrik;Binek;Hatchback;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;50;Lityum Iyon;350;468;100;15,5;AC (7,4 kW) (%0 - %100) 7sa 30dk, | DC (100 kW) (%0 - %80) 30dk, | DC (50 kW) (%0 - %80) 55dk,;4090;150;260;136;10;1699;1800;4360;1525;380;1250;5;215/60 R17;215;60%;17;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;6;4;Var;Var;Var;Var;Otomatik Klima;Kumaş & Deri;5;Elektronik;Elektronik;LED;Var
Citroen e-C4 156 HP Shine Bold;Citroen;E-C4;e-C4;Shine Bold;2024;Fransa;Elektrik;Binek;Hatchback;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;54;Lityum Iyon;411;560;115;15;AC (7,4 kW) (%0 - %100) 7sa 30dk, | DC (100 kW) (%0 - %80) 30dk, | DC (50 kW) (%0 - %80) 55dk,;6446;150;270;156;9,2;1704;1800;4360;1525;380;1250;5;215/60 R17;215;60%;17;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;6;4;Var;Var;Var;Var;Otomatik Klima;Kumaş & Deri;5;Elektronik;Elektronik;LED;Var
Citroen e-C4 X 136 HP Shine Bold;Citroen;E-C4 X;e-C4 X;Shine Bold;2024;Fransa;Elektrik;Binek;Hatchback;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;50;Lityum Iyon;360;461;100;15,3;AC (7,4 kW) (%0 - %100) 7sa 30dk, | DC (100 kW) (%0 - %80) 30dk, | DC (50 kW) (%0 - %80) 55dk,;4090;150;260;136;10;1721;1800;4600;1525;510;Koltuklar Katlanmıyor;5;215/60 R17;215;60%;17;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;6;4;Var;Var;Var;Var;Otomatik Klima;Kumaş & Deri;5;Elektronik;Elektronik;LED;Var
Citroen e-C4 X 156 HP Shine Bold;Citroen;E-C4 X;e-C4 X;Shine Bold;2024;Fransa;Elektrik;Binek;Hatchback;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;54;Lityum Iyon;417;565;115;14,8;AC (7,4 kW) (%0 - %100) 7sa 30dk, | DC (100 kW) (%0 - %80) 30dk, | DC (50 kW) (%0 - %80) 55dk,;6446;150;270;156;9,3;1721;1800;4600;1525;510;Koltuklar Katlanmıyor;5;215/60 R17;215;60%;17;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;6;4;Var;Var;Var;Var;Otomatik Klima;Kumaş & Deri;5;Elektronik;Elektronik;LED;Var
Mitsubishi Eclipse Cross 1.5 163 BG CVT Instyle (4x4);Mitsubishi;Eclipse Cross;Eclipse Cross;Instyle;2018;Japonya;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;4;1499;Direkt Enjeksiyon;;;;;;;;3661;200;250;163;9,8;1550;1805;4405;1685;378;1159;5;225/55 R18;225;55%;18;4x4 Cekisli;Var;Otomatik;Kademesiz;INVECS-III;EURO 6;159;7,45;6,2;8,2;60;7;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Manuel; LED; Var
Hyundai Elantra 1.6 CRDi 128 PS Otomatik Elite;Hyundai;Elantra;Elantra;Elite;2015;Guney Kore;Fosil Yakıt;Binek;Sedan;C;Icten Yanmali (Standart);Dizel;Degisken Geometrili Turbo;4;1582;Common Rail Direkt Enjeksiyon;;;;;;;;3661;190;260;128;11,5;1383;1775;4550;1445;485;Koltuklar Katlanmıyor;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri; Tork Konvertörlü;EURO 5;151;6,43;4,7;7,7;50;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Manuel; Halojen; Var
Hyundai Elantra 1.6 D-CVVT 132 PS Otomatik Elite;Hyundai;Elantra;Elantra;Elite;2015;Guney Kore;Fosil Yakıt;Binek;Sedan;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Cok Noktadan Enjeksiyon;;;;;;;;3661;195;158;132;11,6;1292;1775;4550;1445;485;1120;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 5;165;7,94;5,6;9,7;50;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Manuel; Halojen; Var
Mercedes EQA 250+ 190 BG AMG+;Mercedes-Benz;Eqa 250+;EQA;AMG+;2024;Almanya;Elektrik;SUV;SUV;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;70,5;Lityum Iyon;506;560;140;15,3;AC (7,4 kW) (%10 - %100) 7sa,35dk, | DC (%10 - %80) 32dk,;9673;160;385;190;8,6;2045;1834;4463;1620;340;1320;5;235/55 R18;235;55%;18;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;5;Var;Var;Var;Var;Otomatik Klima; Deri & Kumas;5;Elektronik;Elektronik;LED;Var
Mercedes EQA 350 4MATIC 292 BG AMG+ (4x4);Mercedes-Benz;Eqa 350 4Matic;EQA;AMG+;2024;Almanya;Elektrik;SUV;SUV;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;66,5;Lityum Iyon;421;497;215;17,4;AC (7,4 kW) (%10 - %100) 6sa,30dk, | DC (%10 - %80) 32dk,;3230;160;520;292;6;2105;1834;4463;1620;340;1320;5;235/50 R19;235;50%;19;4x4 Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;5;Var;Var;Var;Var;Otomatik Klima; Deri & Kumas;5;Elektronik;Elektronik;LED;Var
Mercedes EQB 250+ 190 BG AMG+;Mercedes-Benz;Eqb 250+;EQB;AMG Line;2024;Almanya;Elektrik;SUV;SUV;Premium C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;70,5;Lityum Iyon;481;536;140;16,1;AC 11 kW (%10 - %100) 7sa,35dk, | DC 100 kW (%10 - %80) 32 dk,;9673;160;385;190;8,9;2110;1834;4687;1706;495;1710;5;235/50 R19;235;50%;19;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;5;Var;Var;Var;Var;Otomatik Klima; Deri & Kumas;7;Elektronik;Elektronik;LED;Var
Mercedes EQB 350 4MATIC 292 BG AMG+ (4x4);Mercedes-Benz;Eqb 350 4Matic;EQB;AMG Line;2024;Almanya;Elektrik;SUV;SUV;Premium C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;66,5;Lityum Iyon;406;468;215;18,1;AC 11 kW (%10 - %100) 5sa,45dk, | DC 100 kW (%10 - %80) 32 dk,;3230;160;520;292;6,2;2175;1834;4687;1706;495;1710;5;235/50 R19;235;50%;19;4x4 Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;5;Var;Var;Var;Var;Otomatik Klima; Deri & Kumas;7;Elektronik;Elektronik;LED;Var
Audi e-tron GT Quattro 530 BG (4x4);Audi;E-Tron;e-tron GT;Quattro;2024;Almanya;Elektrik;Binek;Sedan;E;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;93,4;Lityum Iyon;487;499;390;20,3;AC (%0 - %100) 5 Saat;48062;245;630;530;4,1;2350;1964;4989;1413;405;Koltuklar Katlanmıyor;5;Ön: 245/45 R20, Arka: 285/40 R20;265;45%;20;4x4 Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;8;4;Var;Var;Var;Var;Otomatik Klima;Deri & Alcantara;4;Elektronik;Elektronik;LED Matrix;Var
Kia EV3 204 PS Otomatik Elegance St.Menzil;Kia;Ev3;EV3;Elegance;2024;Guney Kore;Elektrik;SUV;SUV;B;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;58,3;Lityum Iyon;435;583;150;14,9;AC 3 Faz 11 kW (%10 - %100) 5sa,20dk, | DC (50 kW) (%10 - %80) 55dk, | DC 350 kW (%10 - %80) 29 dk,;9673;170;283;204;7,5;1725;1850;4300;1560;460;1251;5;215/55 R17;215;55%;17;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;Test Edilmemiş;Var;Var;Var;Var;Otomatik Klima; Kumas;5;Elektronik;Elektronik;LED;Var
Kia EV3 204 PS Otomatik Elegance Uz.Menzil;Kia;Ev3;EV3;Elegance;2024;Guney Kore;Elektrik;SUV;SUV;B;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;81,4;Lityum Iyon;604;772;150;14,9;AC 3 Faz 11 kW (%10 - %100) 7sa,15dk, | DC (50 kW) (%10 - %80) 79dk, | DC 350 kW (%10 - %80) 31 dk,;9673;170;283;204;7,7;1810;1850;4310;1570;460;1251;5;215/55 R17;215;55%;17;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;Test Edilmemiş;Var;Var;Var;Var;Otomatik Klima; Kumas;5;Elektronik;Elektronik;LED;Var
Kia EV3 204 PS Otomatik GT-Line Uz.Menzil;Kia;Ev3;EV3;GT-Line;2024;Guney Kore;Elektrik;SUV;SUV;B;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;81,4;Lityum Iyon;584;755;150;15,5;AC 3 Faz 11 kW (%10 - %100) 7sa,15dk, | DC (50 kW) (%10 - %80) 79dk, | DC 350 kW (%10 - %80) 31 dk,;9673;170;283;204;7,9;1810;1850;4310;1570;460;1251;5;225/45 R19;225;45%;19;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;Test Edilmemiş;Var;Var;Var;Var;Otomatik Klima; Deri & Kumas;5;Elektronik;Elektronik;LED;Var
Kia EV3 204 PS Otomatik Prestige Uz.Menzil;Kia;Ev3;EV3;Prestige;2024;Guney Kore;Elektrik;SUV;SUV;B;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;81,4;Lityum Iyon;604;772;150;14,9;AC 3 Faz 11 kW (%10 - %100) 7sa,15dk, | DC (50 kW) (%10 - %80) 79dk, | DC 350 kW (%10 - %80) 31 dk,;9673;170;283;204;7,7;1810;1850;4310;1570;460;1251;5;215/55 R17;215;55%;17;Onden Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;Test Edilmemiş;Var;Var;Var;Var;Otomatik Klima; Kumas;5;Elektronik;Elektronik;LED;Var
Kia EV6 229 PS Prestige Long Range;Kia;Ev6;EV6;Prestige;2024;Guney Kore;Elektrik;SUV;Crossover;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;77,4;Li-Po (Lityum-Iyon Polimer);528;528;77,4;16,5;AC 3 Faz 11 kW (%10 - %100) 7sa,20dk, | DC 350 kW (%10 - %80) 18dk, | DC 50 kW (%10 - %80) 73dk,;2104;185;350;229;7,3;1910;1880;4680;1550;490;1300;5;235/55 R19;235;55%;19;Arkadan Itisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;5;Var;Var;Var;Var;Otomatik Klima; Kumas & Deri;5;Elektronik;Elektronik;LED;Var
Kia EV6 325 PS GT-Line Long Range (4x4);Kia;Ev6;EV6;GT-Line;2024;Guney Kore;Elektrik;SUV;Crossover;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;77,4;Li-Po (Lityum-Iyon Polimer);506;484;77,4;18;AC 3 Faz 11 kW (%10 - %100) 7sa,20dk, | DC 350 kW (%10 - %80) 18dk, | DC 50 kW (%10 - %80) 73dk,;2104;188;605;325;5,2;2015;1890;4695;1550;490;1300;5;255/45 R20;255;45%;20;4x4 Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;5;Var;Var;Var;Var;Otomatik Klima; Deri & Süet;5;Elektronik;Elektronik;LED;Var
Kia EV6 585 PS GT Long Range (4x4);Kia;Ev6;EV6;GT;2024;Guney Kore;Elektrik;SUV;Crossover;C;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;77,4;Li-Po (Lityum-Iyon Polimer);506;424;77,4;20,6;AC 3 Faz 11 kW (%10 - %100) 7sa,20dk, | DC 350 kW (%10 - %80) 18dk, | DC 50 kW (%10 - %80) 73dk,;2104;260;740;585;3,5;2106;1890;4695;1545;480;1260;5;255/40 R21;255;40%;21;4x4 Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;5;Var;Var;Var;Var;Otomatik Klima; Deri & Süet;5;Elektronik;Elektronik;LED;Var
Volvo EX30 272 HP;Volvo;Ex30;EX30;Plus Single Motor;2024;Isvec > Cin;Elektrik;SUV;SUV;B;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;51;Lityum Iyon (LFP);344;480;200;16,7;DC (134 kW) (%10 - %80) 26dk,;20537;180;343;272;5,4;1766;1940;4233;1555;318;622;5;225/50 R19;225;50%;19;Arkadan Itisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;7;Test Edilmemiş;Var;Var;Var;Var;Otomatik Klima; Kumas;5;Elektronik;Elektronik;LED;Var
Volvo EX90 408 HP (4x4);Volvo;Ex90;EX90;Twin Motor;2024;Isvec > Cin;Elektrik;SUV;SUV;E;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;111;Lityum Iyon;600;585;300;20,9;DC (%10 - %80) 30dk,;48062;180;770;408;5,9;2743;1964;5037;1744;1010;1915;5;265/50 R20;265;50%;20;4x4 Cekisli;Var;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;Emisyon Yok;Emisyon Yok;;;;;8;Test Edilmemiş;Var;Var;Var;Var;Otomatik Klima; Deri;7;Elektronik;Elektronik;LED;Var
Ferrari FF 6.3 V12 660 HP (4x4);Ferrari;Ff;FF;Standart;2016;Italya;Fosil Yakıt;Binek;Coupe;S;Icten Yanmali (Standart);Benzin;Atmosferik;12;6262;Cok Noktadan Enjeksiyon;;;;;;;;85377;335;683;660;3,7;1880;1953;4907;1379;450;Koltuklar Katlanmıyor;3;245/35 R20;245;35%;20;4x4 Cekisli;Var;Otomatik;7 ileri;Yari;EURO 6;360;15,54;12;18;91;8;Test Edilmemiş;Var;Yok;Yok;Var;Otomatik Klima;Deri;4;Elektronik;Elektronik; LED; Var
Ford Focus 1.5 TDCi 120 PS Otomatik Titanium;Ford;Focus;Focus;Titanium;2018;Amerika;Fosil Yakıt;Binek;Sedan;C;Icten Yanmali (Standart);Dizel;Turbo;4;1500;Common Rail Direkt Enjeksiyon;;;;;;;;3661;196;300;120;10,2;1398;1825;4647;1454;511;1354;5;215/50 R17;215;50%;17;Onden Cekisli;Var;Otomatik;8 ileri;8F24;EURO 6.2;115;4,65;4,1;4,9;47;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Elektronik;Halojen;Yok
Ford Focus 1.5 Ti-VCT 123 PS Otomatik Titanium;Ford;Focus;Focus;Titanium;2018, 2019, 2020, 2021, 2022, 2023;Amerika;Fosil Yakıt;Binek;Sedan;C;Icten Yanmali (Standart);Benzin;Turbo;4;1500;Common Rail Direkt Enjeksiyon;;;;;;;;6314;194;150;123;12,4;1312;1825;4647;1454;511;Koltuklar Katlanmıyor;5;215/50 R17;215;50%;17;Onden Cekisli;Var;Otomatik;6 ileri;6F35;EURO 6.2;150;7,37;5,1;9,1;52;6;5;Var;Var;Var;Var;Otomatik Klima;Kumaş;5;Elektronik;Elektronik; LED; Var
Ford Focus 1.5 EcoBlue 120 PS Otomatik Titanium;Ford;Focus;Focus;Titanium;2019, 2020, 2021, 2022, 2023;Amerika;Fosil Yakıt;Binek;Sedan;C;Icten Yanmali (Standart);Dizel;Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;;;;;8421;193;300;120;10,6;1415;1825;4651;1452;511;1354;5;215/50 R17;215;50%;17;Onden Cekisli;Var;Otomatik;8 ileri;8F35;EURO 6.2;129;4,39;3,8;4,7;52;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Elektronik; LED; Var
Ford Focus HB 1.5 TDCi 120 PS Otomatik ST-Line;Ford;Focus Hb;Focus;ST-Line;2018;Amerika;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1500;Common Rail Direkt Enjeksiyon;;;;;;;;3661;196;300;120;10,2;1394;1825;4378;1452;341;1320;5;235/40 R18;235;40%;18;Onden Cekisli;Var;Otomatik;8 ileri;8F24;EURO 6.2;115;4,65;4,1;4,9;47;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Elektronik;Halojen;Yok
Ford Focus HB 1.0 EcoBoost 125 PS Otomatik ST-Line;Ford;Focus Hb;Focus;ST-Line;2018, 2019, 2020;Amerika;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Turbo;3;999;Direkt Enjeksiyon;;;;;;;;3372;195;170;125;11,1;1371;1825;4378;1452;341;1320;5;235/40 R18;235;40%;18;Onden Cekisli;Var;Otomatik;8 ileri;8F24;EURO 6.2;131;6,32;4,9;7,3;52;6;5;Var;Var;Var;Var;Otomatik Klima;Kumaş & Deri;5;Elektronik;Elektronik; LED; Var
Ford Focus HB 1.5 Ti-VCT 123 PS Otomatik Titanium;Ford;Focus Hb;Focus;Titanium;2018, 2019, 2020;Amerika;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Benzin;Turbo;4;1500;Common Rail Direkt Enjeksiyon;;;;;;;;6314;194;150;123;12,4;1336;1825;4378;1452;341;1320;5;215/50 R17;215;50%;17;Onden Cekisli;Var;Otomatik;6 ileri;6F35;EURO 6.2;150;7,37;5,1;9,1;52;6;5;Var;Var;Var;Var;Otomatik Klima;Kumaş;5;Elektronik;Elektronik; LED; Var
Ford Focus HB 1.0 mHEV EcoBoost 125 PS Otomatik Active;Ford;Focus Hb;Focus;Active;2022, 2023;Amerika;Fosil Yakıt;Binek;Hatchback;C;MHEV (Yari Hibrit Sistem);Benzin & Elektrik;Turbo;3;1000;Direkt Enjeksiyon;;;;;;;;4834;208;210;125;8,4;1451;1848;4397;1452;358;1320;5;215/50 R17;215;50%;17;Onden Cekisli;Var;Otomatik;7 ileri;7G-DCT (YO);EURO 6.2;131;5,58;4,8;6;52;6;5;Var;Var;Var;Var;Otomatik Klima;Kumaş;5;Elektronik;Elektronik; LED; Var
Ford Focus HB 1.0 mHEV EcoBoost 125 PS Otomatik ST-Line;Ford;Focus Hb;Focus;ST-Line;2022, 2023;Amerika;Fosil Yakıt;Binek;Hatchback;C;MHEV (Yari Hibrit Sistem);Benzin & Elektrik;Turbo;3;1000;Direkt Enjeksiyon;;;;;;;;4834;208;210;125;8,4;1451;1848;4392;1452;358;1320;5;235/40 R18;235;40%;18;Onden Cekisli;Var;Otomatik;7 ileri;7G-DCT (YO);EURO 6.2;131;5,58;4,8;6;52;6;5;Var;Var;Var;Var;Otomatik Klima;Kumaş & Deri;5;Elektronik;Elektronik; LED; Var
Ford Focus HB 1.0 mHEV EcoBoost 125 PS Otomatik Titanium;Ford;Focus Hb;Focus;Titanium;2022, 2023;Amerika;Fosil Yakıt;Binek;Hatchback;C;MHEV (Yari Hibrit Sistem);Benzin & Elektrik;Turbo;3;1000;Direkt Enjeksiyon;;;;;;;;4834;208;210;125;8,4;1451;1848;4382;1452;358;1320;5;215/50 R17;215;50%;17;Onden Cekisli;Var;Otomatik;7 ileri;7G-DCT (YO);EURO 6.2;131;5,58;4,8;6;52;6;5;Var;Var;Var;Var;Otomatik Klima;Kumaş;5;Elektronik;Elektronik; LED; Var
Subaru Forester 2.0 150 PS CVT AWD Premium (4x4);Subaru;Forester;Forester;Premium;2015, 2016;Japonya;Fosil Yakıt;SUV;SUV;D;Icten Yanmali (Standart);Benzin;Atmosferik;4;1995;Cok Noktadan Enjeksiyon;;;;;;;;10613;192;198;150;11,8;1502;1795;4595;1735;505;1573;5;225/55 R18;225;55%;18;4x4 Cekisli;Var;Otomatik;Kademesiz;Lineartronic;EURO 5;150;7,04;5,5;8,1;60;7;5;Var;Yok;Var;Var;Otomatik Klima;Deri;5;Elektronik;Manuel; LED; Var
Subaru Forester 2.0 240 PS Turbo CVT AWD Adventure (4x4);Subaru;Forester;Forester;Adventure;2015, 2016, 2017;Japonya;Fosil Yakıt;SUV;SUV;D;Icten Yanmali (Standart);Benzin;Turbo;4;1998;Cok Noktadan Enjeksiyon;;;;;;;;10613;221;350;240;7,5;1613;1795;4595;1735;505;1592;5;225/55 R18;225;55%;18;4x4 Cekisli;Var;Otomatik;Kademesiz;Lineartronic;EURO 5;197;9,44;7;11,2;60;7;5;Var;Yok;Var;Var;Otomatik Klima;Deri;5;Elektronik;Manuel; LED; Var
Subaru Forester 2.0 TD 148 PS CVT AWD Premium (4x4);Subaru;Forester;Forester;Premium;2015, 2016, 2017;Japonya;Fosil Yakıt;SUV;SUV;D;Icten Yanmali (Standart);Dizel;Turbo;4;1998;Common Rail Direkt Enjeksiyon;;;;;;;;10613;188;350;148;9,9;1636;1795;4595;1735;505;1573;5;225/60 R17;225;60%;17;4x4 Cekisli;Var;Otomatik;Kademesiz;Lineartronic;EURO 5;163;6,73;5,5;7,5;60;7;5;Var;Yok;Var;Var;Otomatik Klima;Deri;5;Elektronik;Manuel; LED; Var
Subaru Forester 2.0 TD 148 PS CVT AWD Sport (4x4);Subaru;Forester;Forester;Sport;2015, 2016, 2017;Japonya;Fosil Yakıt;SUV;SUV;D;Icten Yanmali (Standart);Dizel;Turbo;4;1998;Common Rail Direkt Enjeksiyon;;;;;;;;10613;188;350;148;9,9;1636;1795;4595;1735;505;1573;5;225/55 R18;225;55%;18;4x4 Cekisli;Var;Otomatik;Kademesiz;Lineartronic;EURO 5;163;6,73;5,5;7,5;60;7;5;Var;Yok;Var;Var;Otomatik Klima;Deri;5;Elektronik;Manuel; LED; Var
Subaru Forester 2.0 150 PS CVT AWD Premium+EyeSight (4x4);Subaru;Forester;Forester;Premium;2017;Japonya;Fosil Yakıt;SUV;SUV;D;Icten Yanmali (Standart);Benzin;Atmosferik;4;1995;Cok Noktadan Enjeksiyon;;;;;;;;10613;192;198;150;11,8;1502;1795;4595;1735;505;1573;5;225/55 R18;225;55%;18;4x4 Cekisli;Var;Otomatik;Kademesiz;Lineartronic;EURO 6;150;7,04;5,5;8,1;60;7;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Manuel; LED; Var
Subaru Forester 2.0 150 PS CVT Premium+EyeSight (4x4);Subaru;Forester;Forester;Premium;2018;Japonya;Fosil Yakıt;SUV;SUV;D;Icten Yanmali (Standart);Benzin;Atmosferik;4;1995;Cok Noktadan Enjeksiyon;;;;;;;;11674;192;198;150;11,8;1551;1795;4595;1735;505;1573;5;225/55 R18;225;55%;18;4x4 Cekisli;Var;Otomatik;Kademesiz;Lineartronic;EURO 6.2;153;7,2;5,7;8,2;60;7;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Manuel; LED; Var
