BASLIK;MARKA;MODEL;TEMEL OZELLIKLER - Seri;TEMEL OZELLIKLER - Donanim Paketi;TEMEL OZELLIKLER - Model Yillari;TEMEL OZELLIKLER - Ait Oldugu Ulke;TEMEL OZELLIKLER - Yakit Turu;TEMEL OZELLIKLER - Arac Turu;TEMEL OZELLIKLER - Govde Tipi;TEMEL OZELLIKLER - Segment;TEMEL OZELLIKLER - Motor Tipi;TEMEL OZELLIKLER - Yakit Tipi;MOTOR (Icten Yanmali) - Besleme Tipi;MOTOR (Icten Yanmali) - Silindir Adedi;MOTOR (Icten Yanmali) - Silindir Hacmi;MOTOR (Icten Yanmali) - Yakit Puskurtme;MOTOR (Elektrikli) - Batarya Kapasitesi;MOTOR (Elektrikli) - Batarya Tipi;MOTOR (Elektrikli) - Menzil (WLTP - Birlesik);MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici);MOTOR (Elektrikli) - Motor Gucu;MOTOR (Elektrikli) - Ortalama Tuketim (Elk.);MOTOR (Elektrikli) - Sarj Suresi;EKONOMI - MTV;EKONOMI - Bakim Masrafi (Tahmini);PERFORMANS - Azami Hiz;PERFORMANS - Azami Tork;PERFORMANS - Beygir Gucu;PERFORMANS - 0 - 100 Km Hizlanma;AGIRLIK & OLCULER - Agirlik;AGIRLIK & OLCULER - Genislik;AGIRLIK & OLCULER - Uzunluk;AGIRLIK & OLCULER - Yukseklik;BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk);BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk);DIS GOVDE - Kapi Sayisi;LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Taban Genisligi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Jant Capi;SANZIMAN & CEKIS SISTEMI - Cekis;SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi;SANZIMAN & CEKIS SISTEMI - Sanziman Turu;SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi;SANZIMAN & CEKIS SISTEMI - Sanziman Modeli;YAKIT TUKETIMI & EMISYON - Emisyon Standardi;YAKIT TUKETIMI & EMISYON - Ortalama Emisyon;YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km);YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi (lt);YOLCU EMNIYETI - Hava Yastigi Adedi;YOLCU EMNIYETI - NCAP/ANCAP Adedi;GOSTERGELER & SENSORLER - Far Sensoru;GOSTERGELER & SENSORLER - Lastik Basinc Sensoru;GOSTERGELER & SENSORLER - Park Sensoru & Yardimi;GOSTERGELER & SENSORLER - Yagmur Sensoru;ISITMA & SOGUTMA - Klima;KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi;KOLTUKLAR & IC DOSEME - Koltuk Sayisi;KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari;KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari;LAMBALAR & AYDINLATMA - Far Tipi;LAMBALAR & AYDINLATMA - Sis Farlari;Performance_Score;Ic_Hacim_Score;Konfor_Score;Guvenlik_Score;Eko_Score;Maintenance_Score;GLOBAL_SCORE
Kia Niro Hibrit 1.6 141 PS DCT Premium;Kia;Niro;Niro;Premium;2017;Guney Kore;Fosil Yakıt;SUV;SUV;C;HEV (Benzinli & Elektrikli);Benzin & Elektrik;Elektrik;4;Elektrik;Elektrik;nan;nan;nan;nan;nan;nan;nan;3.661;nan;162;265;141;11.5;1425;1805;4355;1545;427;1425;5;225/45 R18;225;45%;18;Onden Cekisli;Var;Otomatik;6 ileri;DCT (YO);EURO 6;88;3.91;3.80;3.80;45;7;4;Var;Var;Var;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel;LED;Var;77;4888;1542;486;75;85;1122
Audi A4 Avant 2.0 TDI 150 HP Multitronic;Audi;A4 Avant;A4;Standart;2014, 2015;Almanya;Fosil Yakıt;Binek;Station Wagon;Premium D;Icten Yanmali (Standart);Dizel;Turbo;4;1968;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;200;320;150;9.5;1610;1826;4699;1436;490;1430;5;205/60 R16;205;60%;16;Onden Cekisli;Var;Otomatik;Kademesiz;Multitronic;EURO 5;129;5.22;4.50;5.60;63;6;5;Yok;Yok;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;117;4959;1547;494;67;71;1147
Audi A4 Allroad 2.0 TDI 177 HP Quattro S tronic (4x4);Audi;A4 Allroad;A4;Standart;2015;Almanya;Fosil Yakıt;SUV;SUV;Premium D;Icten Yanmali (Standart);Dizel;Turbo;4;1968;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;210;380;177;8.1;1745;1841;4721;1495;490;1430;5;225/55 R17;225;55%;17;4x4 Cekisli;Var;Otomatik;7 ileri;S tronic (YO);EURO 5;156;6.41;5.40;7.00;61;6;5;Yok;Yok;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Bi-Xenon;Var;142;5227;1630;514;63;63;1210
Audi A4 Avant 2.0 TDI 177 HP Multitronic;Audi;A4 Avant;A4;Standart;2014, 2015;Almanya;Fosil Yakıt;Binek;Station Wagon;Premium D;Icten Yanmali (Standart);Dizel;Turbo;4;1968;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;211;320;177;8.1;1650;1826;4699;1436;490;1430;5;225/55 R16;225;55%;16;Onden Cekisli;Var;Otomatik;Kademesiz;Multitronic;EURO 5;129;5.22;4.50;5.60;63;6;5;Yok;Yok;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Bi-Xenon;Var;138;4959;1549;493;65;63;1151
Audi A4 Avant 2.0 TDI 177 HP Quattro S tronic (4x4);Audi;A4 Avant;A4;Standart;2014, 2015;Almanya;Fosil Yakıt;Binek;Station Wagon;Premium D;Icten Yanmali (Standart);Dizel;Turbo;4;1968;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;218;380;177;8.0;1715;1826;4699;1436;490;1430;5;205/60 R16;205;60%;16;4x4 Cekisli;Var;Otomatik;7 ileri;S tronic (YO);EURO 5;144;5.90;4.90;6.50;61;6;5;Yok;Yok;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Bi-Xenon;Var;148;4959;1547;493;64;63;1154
Audi A4 Avant 2.0 TDI 190 HP Quattro S tronic (4x4);Audi;A4 Avant;A4;Standart;2015;Almanya;Fosil Yakıt;Binek;Station Wagon;Premium D;Icten Yanmali (Standart);Dizel;Turbo;4;1968;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;230;400;190;7.4;1615;1826;4699;1436;490;1430;5;205/60 R16;205;60%;16;4x4 Cekisli;Var;Otomatik;7 ileri;S tronic (YO);EURO 5;109;4.50;3.80;4.90;63;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel;Bi-Xenon;Var;167;4959;1547;494;65;60;1159
Audi A4 Allroad 2.0 TDI 190 HP Quattro S tronic (4x4);Audi;A4 Allroad;A4;Standart;2015;Almanya;Fosil Yakıt;SUV;SUV;Premium D;Icten Yanmali (Standart);Dizel;Turbo;4;1968;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;230;400;190;7.4;1615;1841;4721;1495;490;1430;5;225/55 R17;225;55%;17;4x4 Cekisli;Var;Otomatik;7 ileri;S tronic (YO);EURO 5;116;4.81;4.10;5.20;61;6;5;Yok;Yok;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Bi-Xenon;Var;167;5227;1630;515;65;60;1217
Audi A4 Avant 2.0 TDI 190 HP Multitronic;Audi;A4 Avant;A4;Standart;2015;Almanya;Fosil Yakıt;Binek;Station Wagon;Premium D;Icten Yanmali (Standart);Dizel;Turbo;4;1968;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;231;400;190;7.9;1650;1826;4699;1436;490;1430;5;205/60 R16;205;60%;16;Onden Cekisli;Var;Otomatik;Kademesiz;Multitronic;EURO 5;109;4.50;3.80;4.90;63;6;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel;Bi-Xenon;Var;164;4959;1547;493;65;60;1158
Audi A4 Avant 1.8 TFSI 170 HP Multitronic;Audi;A4 Avant;A4;Standart;2014, 2015;Almanya;Fosil Yakıt;Binek;Station Wagon;Premium D;Icten Yanmali (Standart);Benzin;Turbo;4;1798;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;6.848;nan;215;320;170;8.3;1605;1826;4699;1436;490;1430;5;205/60 R16;205;60%;16;Onden Cekisli;Var;Otomatik;Kademesiz;Multitronic;EURO 5;139;6.41;5.40;7.00;63;6;5;Yok;Yok;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;138;4959;1547;494;64;66;1152
Audi A4 Avant 2.0 TFSI 225 HP Quattro S tronic (4x4);Audi;A4 Avant;A4;Standart;2014, 2015;Almanya;Fosil Yakıt;Binek;Station Wagon;Premium D;Icten Yanmali (Standart);Benzin;Turbo;4;1984;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;240;350;225;6.5;1685;1826;4699;1436;490;1430;5;205/60 R16;205;60%;16;4x4 Cekisli;Var;Otomatik;7 ileri;S tronic (YO);EURO 5;159;7.51;5.90;8.60;61;6;5;Yok;Yok;Yok;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Bi-Xenon;Var;180;4959;1547;493;57;51;1160
Hyundai ix35 2.0 CRDI 184 PS Otomatik Elite (4x4);Hyundai;Ix35;ix35;Elite;2014, 2015;Guney Kore;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Degisken Geometrili Turbo;4;1995;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;195;392;135;10.1;1676;1820;4410;1665;591;1436;5;225/55 R18;225;55%;18;4x4 Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 5;189;7.87;6.10;9.10;58;6;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Manuel;Manuel;Halojen;Var;114;5375;1688;526;63;74;1236
Hyundai ix35 1.6 GDI 135 PS Otomatik Elite;Hyundai;Ix35;ix35;Elite;2014, 2015;Guney Kore;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;160;168;135;12.9;1397;1820;4410;1665;591;1436;5;225/60 R17;225;60%;17;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 5;205;9.75;7.20;11.60;58;6;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Manuel;Manuel;Halojen;Var;55;5375;1688;529;62;77;1219
Hyundai ix35 1.6 GDI 135 PS Elite;Hyundai;Ix35;ix35;Elite;2014, 2015;Guney Kore;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;178;168;135;11.1;1380;1820;4410;1665;591;1436;5;225/60 R17;225;60%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;158;7.35;6.00;8.20;58;6;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Manuel;Manuel;Halojen;Var;77;5375;1688;529;66;77;1226
Hyundai ix35 1.6 GDI 135 PS Otomatik Style;Hyundai;Ix35;ix35;Style;2014, 2015;Guney Kore;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;178;168;135;11.1;1397;1820;4410;1665;591;1436;5;225/60 R17;225;60%;17;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 5;205;9.75;7.20;11.60;58;6;5;Var;Var;Yok;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel;Halojen;Var;76;5375;1688;529;62;77;1225
Hyundai ix35 1.6 GDI 135 PS Otomatik Style Design Pack;Hyundai;Ix35;ix35;Style Design Pack;2015;Guney Kore;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;178;168;135;11.1;1397;1820;4410;1665;591;1436;5;225/60 R17;225;60%;17;Onden Cekisli;Var;Otomatik;6 ileri;Tork Konvertörlü;EURO 5;205;9.75;7.20;11.60;58;6;5;Var;Var;Yok;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel;Halojen;Var;76;5375;1688;529;62;77;1225
Hyundai ix35 1.6 GDI 135 PS Style;Hyundai;Ix35;ix35;Style;2014, 2015;Guney Kore;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;178;168;135;11.1;1380;1820;4410;1665;591;1436;5;225/60 R17;225;60%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;158;7.35;6.00;8.20;58;6;5;Var;Var;Yok;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel;Halojen;Var;77;5375;1688;529;66;77;1226
Hyundai ix35 1.6 GDI 135 PS Style Design Pack;Hyundai;Ix35;ix35;Style Design Pack;2015;Guney Kore;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1591;Elektronik Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;178;168;135;11.1;1380;1820;4410;1665;591;1436;5;225/60 R17;225;60%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;158;7.35;6.00;8.20;58;6;5;Var;Var;Yok;Var;Otomatik Klima;Kumas & Deri;5;Manuel;Manuel;Halojen;Var;77;5375;1688;529;66;77;1226
Ford Mondeo 5K 1.5 EcoBoost 160 PS Otomatik Titanium;Ford;Mondeo 5K;Mondeo;Titanium;2016, 2017, 2018;Amerika;Fosil Yakıt;Binek;Hatchback;D;Icten Yanmali (Standart);Benzin;Turbo;4;1499;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;214;240;160;9.1;1505;1852;4871;1482;458;1437;5;235/50 R17;235;50%;17;Onden Cekisli;Var;Otomatik;6 ileri;6F35;EURO 6;159;7.80;5.00;10.00;62;7;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Manuel;Manuel;LED;Var;122;5378;1676;536;64;71;1240
Ford Mondeo HB 1.5 EcoBoost 160 PS Otomatik Titanium;Ford;Mondeo Hb;Mondeo;Titanium;2015;Amerika;Fosil Yakıt;Binek;Hatchback;D;Icten Yanmali (Standart);Benzin;Turbo;4;1499;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;214;240;160;9.1;1505;1852;4871;1482;458;1437;5;235/50 R17;235;50%;17;Onden Cekisli;Var;Otomatik;6 ileri;6F35;EURO 5;168;8.21;5.50;10.30;62.5;7;5;Var;Yok;Var;Var;Otomatik Klima;Deri;5;Manuel;Manuel;LED;Var;122;5378;1690;536;63;71;1240
BYD Seal U EV Design 218 HP;BYD;Seal U Ev Design;Seal U;Design;2025;Cin;Elektrik;SUV;SUV;D;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;Elektrik;87.0 kW/sa;BYD Blade Batarya (LFP);500;674;160;20.5;AC (11 kW) (%0 - %100) 9sa.3dk. | DC (140 kW) (%10 - %80) 43dk. | DC (140 kW) (%30 - %80) 28dk.;13.487;nan;175;310;218;9.6;2147;1890;4785;1668;425;1440;5;235/50 R19;235;50%;19;Onden Cekisli;Var;Otomatik;Şanzıman Bulunmuyor;Şanzıman Bulunmuyor;Emisyon Yok;Emisyon Yok;nan;nan;nan;nan;7;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Elektronik;LED;Var;106;6064;1882;585;39;68;1379
Seat Toledo 1.6 TDI 90 HP DSG Style;Seat;Toledo;Toledo;Style;2015;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Dizel;Turbo;4;1598;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;184;230;90;12.2;1210;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 5;118;4.92;3.90;5.60;55;6;5;Yok;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;73;4498;1410;461;74;89;1039
Seat Toledo 1.6 TDI 90 HP DSG Otomatik Style;Seat;Toledo;Toledo;Style;2014;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Dizel;Turbo;4;1598;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;184;230;90;12.2;1210;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Yok;Otomatik;7 ileri;DSG (YO);EURO 5;118;4.92;3.90;5.60;55;4;5;Yok;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;73;4498;1410;445;74;89;1036
Seat Toledo 1.4 TDI 90 HP Style;Seat;Toledo;Toledo;Style;2015, 2016, 2017;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Dizel;Turbo;3;1422;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;185;230;90;11.7;1154;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6;99;4.14;3.40;4.60;55;6;5;Var;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;78;4498;1410;461;76;91;1041
Seat Toledo 1.6 TDI 105 HP Style;Seat;Toledo;Toledo;Style;2014, 2015;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Dizel;Turbo;4;1598;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;190;250;105;10.4;1100;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Yok;Manuel;6 ileri;Manuel;EURO 5;125;5.96;4.60;6.90;55;4;5;Yok;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;96;4498;1410;446;71;85;1042
BYD Seal U DM-i PHEV 1.5 Design 218 HP;BYD;Seal U Dm-I Phev;Seal U DM-i;Design;2025;Cin;Fosil Yakıt;SUV;SUV;D;PHEV (Prizden Sarjli HEV);Benzin & Elektrik;Atmosferik;4;1498;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;8.421;nan;170;655;218;8.9;1940;1890;4775;1670;425;1440;5;235/50 R19;235;50%;19;Onden Cekisli;Var;Otomatik;Kademesiz;e-CVT;EURO 6.2;#BAŞV!;0.93;0.90;0.90;60;7;5;Var;Var;Var;Var;Otomatik Klima;Kumas;5;Elektronik;Elektronik;LED;Var;153;6059;1880;586;70;55;1393
Seat Toledo 1.2 TSI 105 HP Style;Seat;Toledo;Toledo;Style;2014, 2015;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Benzin;Turbo;4;1197;TSI - Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;1.882;nan;195;175;105;10.3;1100;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;125;5.96;4.60;6.90;55;6;5;Yok;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;90;4498;1410;462;72;87;1044
Seat Toledo 1.2 TSI 110 HP S&S Style;Seat;Toledo;Toledo;Style;2015, 2016, 2017;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Benzin;Turbo;4;1197;TSI - Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;1.882;nan;200;175;110;9.9;1110;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;110;5.34;4.10;6.20;55;6;5;Var;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;97;4498;1410;462;73;86;1046
Seat Toledo 1.4 TSI 122 HP DSG Otomatik Style;Seat;Toledo;Toledo;Style;2014;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1390;TSI - Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;206;175;105;9.5;1155;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Yok;Otomatik;7 ileri;DSG (YO);EURO 5;134;6.32;4.80;7.40;55;4;5;Yok;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;101;4498;1410;445;71;86;1043
Seat Toledo 1.4 EcoTSI ACT 150 HP S&S;Seat;Toledo;Toledo;Style;2015;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Benzin;Turbo;4;1390;TSI - Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;206;200;122;9.5;1155;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 5;134;6.32;4.80;7.40;55;6;5;Yok;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Bi-Xenon;Var;108;4498;1410;461;69;81;1047
Seat Toledo 1.4 TSI 122 HP DSG Style;Seat;Toledo;Toledo;Style;2015;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Benzin;Turbo;4;1390;TSI - Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;206;200;122;9.5;1155;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 5;134;6.32;4.80;7.40;55;6;5;Yok;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;108;4498;1410;461;69;81;1047
Seat Toledo 1.4 TSI 125 HP S&S DSG Style;Seat;Toledo;Toledo;Style;2015, 2016, 2017;Ispanya > Almanya;Fosil Yakıt;Binek;Sedan;B;Icten Yanmali (Standart);Benzin;Turbo;4;1395;TSI - Dogrudan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;3.661;nan;208;200;125;9.0;1151;1706;4482;1461;550;1440;5;215/45 R16;215;45%;16;Onden Cekisli;Var;Otomatik;7 ileri;DSG (YO);EURO 6;114;5.28;4.10;6.10;55;6;5;Var;Var;Var;Yok;Otomatik Klima;Kumas;5;Manuel;Manuel;Halojen;Var;113;4498;1410;461;71;81;1049
Land Rover Range Rover Evoque 2.0 Td4 150 PS Otomatik SE Dynamic (4x4);Rover;Range Rover Evoque;Range Rover Evoque;SE Dynamic;2015, 2016, 2017, 2018;Ingiltere > Amerika > Hindistan;Fosil Yakıt;SUV;SUV;Premium C;Icten Yanmali (Standart);Dizel;Turbo;4;1999;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;11.674;nan;180;380;150;10.0;1674;1985;4370;1635;575;1445;5;235/60 R18;235;60%;18;4x4 Cekisli;Var;Otomatik;9 ileri;ZF9;EURO 6.2;134;5.48;4.50;6.10;54;7;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;LED;Var;108;5703;1787;560;66;70;1306
Land Rover Range Rover Evoque 2.0 Td4 180 PS Otomatik SE Dynamic (4x4);Rover;Range Rover Evoque;Range Rover Evoque;SE Dynamic;2015, 2016, 2017, 2018;Ingiltere > Amerika > Hindistan;Fosil Yakıt;SUV;SUV;Premium C;Icten Yanmali (Standart);Dizel;Turbo;4;1999;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;11.674;nan;195;430;180;9.0;1674;1985;4370;1635;575;1445;5;235/60 R18;235;60%;18;4x4 Cekisli;Var;Otomatik;9 ileri;ZF9;EURO 6.2;134;5.48;4.50;6.10;54;7;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;LED;Var;136;5703;1787;560;64;62;1312
Land Rover Range Rover Evoque 2.0 Td4 180 PS Otomatik HSE (4x4);Rover;Range Rover Evoque;Range Rover Evoque;HSE;2015, 2016, 2017, 2018;Ingiltere > Amerika > Hindistan;Fosil Yakıt;SUV;SUV;Premium C;Icten Yanmali (Standart);Dizel;Turbo;4;1999;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;11.674;nan;195;430;180;9.0;1674;1985;4370;1635;575;1445;5;235/55 R19;235;55%;19;4x4 Cekisli;Var;Otomatik;9 ileri;ZF9;EURO 6.2;134;5.48;4.50;6.10;54;7;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;LED;Var;136;5703;1787;560;64;62;1312
Land Rover Range Rover Evoque 2.0 Td4 180 PS Otomatik HSE Dynamic (4x4);Rover;Range Rover Evoque;Range Rover Evoque;HSE Dynamic;2015, 2016, 2017, 2018;Ingiltere > Amerika > Hindistan;Fosil Yakıt;SUV;SUV;Premium C;Icten Yanmali (Standart);Dizel;Turbo;4;1999;Common Rail Direkt Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;11.674;nan;195;430;180;9.0;1674;1985;4370;1635;575;1445;5;235/55 R19;235;55%;19;4x4 Cekisli;Var;Otomatik;9 ileri;ZF9;EURO 6.2;134;5.48;4.50;6.10;54;7;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;LED;Var;136;5703;1787;560;64;62;1312
Land Rover Range Rover Evoque 2.0 Si4 240 PS Otomatik HSE (4x4);Rover;Range Rover Evoque;Range Rover Evoque;HSE;2015, 2016, 2017;Ingiltere > Amerika > Hindistan;Fosil Yakıt;SUV;SUV;Premium C;Icten Yanmali (Standart);Benzin;Turbo;4;1999;Cok Noktadan Enjeksiyon;nan;nan;nan;nan;nan;nan;nan;10.613;nan;217;340;240;7.6;1655;1985;4370;1635;575;1445;5;235/55 R19;235;55%;19;4x4 Cekisli;Var;Otomatik;9 ileri;ZF9;EURO 6;181;8.71;6.40;10.40;54;7;5;Var;Var;Var;Var;Otomatik Klima;Deri;5;Elektronik;Elektronik;LED;Var;162;5703;1787;561;54;47;1316
